,Team,Home,Opponent,Victory,Wins,Losses,Ties,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost,Opponent Wins,Opponent Losses,Opponent Ties,Opponent Passing Rank,Opponent Completions,Opponent Attempts,Opponent Completion %,Opponent Passing Yards,Opponent Passing Yards / Attempt,Opponent Yards / Reception,Opponent Passing Touchdowns,Opponent Interceptions,Opponent QB Rating,Opponent Sacks,Opponent Passing Yardage Lost to Sacks,Opponent First Downs Passing,Opponent Fumbles,Opponent Fumbles Lost,Opponent Rushing Rank,Opponent Attempts,Opponent Rushing Yards,Opponent Rushing Yards / Attempt,Opponent Rushing Touchdowns,Opponent First Downs Rushing,Opponent Kicking Rank,Opponent Kicking Points,Opponent Field Goals Made,Opponent Field Goals Attempted,Opponent Field Goal %,Opponent Longest Field Goal,Opponent Field Goals Blocked,Opponent Extra Points Made,Opponent Extra Points Attempted,Opponent Extra Point %,Opponent Extra Points Blocked,Opponent Punting Rank,Opponent Punts,Opponent Punt Yards,Opponent Punt Yards Avg,Opponent Returning Rank,Opponent Kickoff Returns,Opponent Kickoff Return Yards,Opponent Kickoff Return Avg,Opponent Kickoff Return Touchdowns,Opponent Kickoff Return Long,Opponent Punt Returns,Opponent Punt Return Yards,Opponent Punt Return Avg,Opponent Punt Return Touchdowns,Opponent Punt Return Long,Opponent Defense Rank,Opponent Points Allowed,Opponent Total Tackles,Opponent Solo Tackles,Opponent Assisted Tackles,Opponent Sacks,Opponent Sack Yards,Opponent Interceptions,Opponent Interception Return Touchdowns,Opponent Forced Fumbles,Opponent Fumbles Opp Recovered,Opponent Fumbles Opp Recovered Touchdowns,Opponent Passes Defended,Opponent Stuffs,Opponent Stuff Yards,Opponent Safeties,Opponent Downs Rank,Opponent First Downs,Opponent First Downs Rushing,Opponent First Downs Passing,Opponent Third Downs Made,Opponent Third Downs Attempted,Opponent Third Down %,Opponent Fourth Downs Made,Opponent Fourth Downs Attempted,Opponent Fourth Down %,Opponent Penalties,Opponent First Downs Penalty,Opponent Penalty Yards,Opponent Yardage Rank,Opponent Points,Opponent Yards,Opponent Rushing Yards,Opponent Rushing Yards / Attempt,Opponent Rushing Touchdowns,Opponent Passing Yards,Opponent Passing Yards / Attempt,Opponent Yards / Reception,Opponent Passing Touchdowns,Opponent Kickoff Return Yards,Opponent Punt Return Yards,Opponent Penalty Yards,Opponent Turnovers Rank,Opponent Turnover +/-,Opponent Interceptions,Opponent Fumbles Opp Recovered,Opponent Interceptions,Opponent Fumbles Lost
PHI_3_2006,PHI,0,SF,1,1,1,0,2.0,27.0,45.0,0.6,344.0,7.6,13.0,2.0,0.0,98.8,1.0,6.0,15.0,0.0,0.0,16.0,30.0,107.0,3.6,1.0,8.0,16.0,6.0,1.0,2.0,0.5,37.0,0.0,3.0,3.0,1.0,0.0,15.0,5.0,221.0,44.2,25.0,4.0,75.0,18.8,0.0,21.0,3.0,42.0,14.0,0.0,22.0,27.0,30.0,69.0,57.0,12.0,8.0,53.0,1.0,0.0,3.0,0.0,0.0,6.0,3.0,5.0,0.0,6.0,23.0,8.0,15.0,6.0,14.0,0.43,0.0,2.0,0.0,10.0,0.0,66.0,10.0,24.0,451.0,107.0,3.6,1.0,344.0,7.6,13.0,2.0,75.0,42.0,66.0,12.0,0.0,1.0,0.0,0.0,1.0,1,1,0,13.0,11.0,22.0,0.5,233.0,10.6,21.2,1.0,0.0,103.0,0.0,0.0,9.0,0.0,0.0,11.0,33.0,127.0,3.8,1.0,5.0,13.0,8.0,2.0,3.0,0.667,32.0,0.0,2.0,2.0,1.0,0.0,11.0,4.0,180.0,45.0,3.0,3.0,97.0,32.3,0.0,59.0,1.0,7.0,7.0,0.0,7.0,12.0,13.0,57.0,51.0,6.0,6.0,38.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,6.0,0.0,26.0,14.0,5.0,9.0,4.0,12.0,0.33,0.0,0.0,0.0,2.0,0.0,20.0,14.0,20.0,360.0,127.0,3.8,1.0,233.0,10.6,21.2,1.0,97.0,7.0,20.0,12.0,0.0,0.0,1.0,0.0,1.0
NYG_3_2006,NYG,0,SEA,0,1,1,0,6.0,31.0,43.0,0.721,318.0,7.4,12.0,3.0,1.0,106.5,8.0,53.0,18.0,2.0,0.0,22.0,26.0,86.0,3.3,0.0,5.0,16.0,6.0,1.0,1.0,1.0,35.0,0.0,3.0,3.0,1.0,0.0,16.0,8.0,348.0,43.5,20.0,5.0,103.0,20.6,0.0,31.0,2.0,6.0,3.0,0.0,6.0,21.0,24.0,54.0,54.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,11.0,3.0,7.0,0.0,4.0,24.0,5.0,18.0,6.0,15.0,0.4,0.0,1.0,0.0,9.0,1.0,75.0,6.0,30.0,404.0,86.0,3.3,0.0,318.0,7.4,12.0,3.0,103.0,6.0,75.0,12.0,0.0,0.0,1.0,1.0,0.0,2,0,0,18.0,12.0,27.0,0.444,195.0,7.2,18.4,1.0,2.0,50.7,3.0,26.0,9.0,0.0,0.0,5.0,36.0,146.0,4.1,2.0,10.0,26.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,30.0,5.0,193.0,38.6,28.0,1.0,17.0,17.0,0.0,17.0,4.0,27.0,6.8,0.0,10.0,10.0,10.0,63.0,47.0,16.0,5.0,40.0,1.0,0.0,3.0,1.0,0.0,6.0,1.0,2.0,0.0,12.0,20.0,10.0,9.0,6.0,13.0,0.46,0.0,0.0,0.0,7.0,1.0,73.0,13.0,21.0,341.0,146.0,4.1,2.0,195.0,7.2,18.4,1.0,17.0,27.0,73.0,12.0,0.0,1.0,1.0,2.0,0.0
DEN_3_2006,DEN,0,NE,1,1,1,0,22.0,16.0,30.0,0.533,173.0,5.8,10.8,0.0,1.0,56.7,0.0,0.0,9.0,0.0,0.0,6.0,36.0,145.0,4.0,0.0,8.0,9.0,9.0,3.0,4.0,0.75,39.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,260.0,52.0,32.0,2.0,2.0,1.0,0.0,2.0,2.0,7.0,3.5,0.0,7.0,3.0,6.0,59.0,48.0,11.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,0.0,14.0,18.0,8.0,9.0,3.0,14.0,0.21,1.0,1.0,1.0,0.0,1.0,0.0,24.0,9.0,318.0,145.0,4.0,0.0,173.0,5.8,10.8,0.0,2.0,7.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,2,0,0,16.0,15.0,29.0,0.517,211.0,7.3,14.7,1.0,1.0,72.6,1.0,9.0,14.0,1.0,1.0,4.0,39.0,147.0,3.8,2.0,8.0,16.0,6.0,1.0,2.0,0.5,20.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,158.0,52.7,4.0,3.0,91.0,30.3,0.0,39.0,1.0,6.0,6.0,0.0,6.0,17.0,17.0,65.0,44.0,21.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,0.0,4.0,24.0,8.0,14.0,8.0,14.0,0.57,0.0,0.0,0.0,6.0,2.0,64.0,10.0,24.0,358.0,147.0,3.8,2.0,211.0,7.3,14.7,1.0,91.0,6.0,64.0,22.0,-1.0,1.0,0.0,1.0,1.0
ATL_3_2006,ATL,0,NO,0,2,0,0,31.0,10.0,16.0,0.625,76.0,4.8,9.2,1.0,1.0,68.8,3.0,16.0,5.0,0.0,0.0,1.0,44.0,306.0,7.0,1.0,15.0,28.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,22.0,2.0,85.0,42.5,13.0,1.0,23.0,23.0,0.0,23.0,1.0,15.0,15.0,0.0,15.0,2.0,3.0,46.0,40.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,13.0,2.0,3.0,0.0,7.0,22.0,15.0,5.0,5.0,13.0,0.38,0.0,0.0,0.0,8.0,2.0,83.0,19.0,14.0,382.0,306.0,7.0,1.0,76.0,4.8,9.2,1.0,23.0,15.0,83.0,4.0,1.0,3.0,0.0,1.0,1.0,2,0,0,3.0,26.0,41.0,0.634,332.0,8.1,13.6,2.0,1.0,94.8,4.0,21.0,17.0,3.0,2.0,28.0,22.0,48.0,2.2,2.0,2.0,4.0,10.0,2.0,2.0,1.0,47.0,0.0,4.0,4.0,1.0,0.0,9.0,4.0,186.0,46.5,23.0,3.0,59.0,19.7,0.0,22.0,6.0,64.0,10.7,0.0,25.0,24.0,27.0,62.0,47.0,15.0,2.0,18.0,1.0,0.0,2.0,1.0,0.0,5.0,2.0,3.0,0.0,12.0,20.0,2.0,17.0,6.0,15.0,0.4,1.0,1.0,1.0,2.0,1.0,14.0,3.0,34.0,380.0,48.0,2.2,2.0,332.0,8.1,13.6,2.0,59.0,64.0,14.0,22.0,-1.0,1.0,1.0,1.0,2.0
IND_3_2006,IND,1,JAX,1,2,0,0,1.0,26.0,38.0,0.684,390.0,10.3,15.4,3.0,0.0,128.2,2.0,10.0,21.0,0.0,0.0,12.0,35.0,125.0,3.6,2.0,9.0,3.0,13.0,3.0,3.0,1.0,43.0,0.0,4.0,5.0,0.8,1.0,11.0,1.0,45.0,45.0,18.0,5.0,105.0,21.0,0.0,25.0,3.0,18.0,6.0,0.0,11.0,21.0,24.0,60.0,46.0,14.0,4.0,28.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,34.0,9.0,21.0,9.0,12.0,0.75,0.0,0.0,0.0,7.0,4.0,60.0,1.0,43.0,515.0,125.0,3.6,2.0,390.0,10.3,15.4,3.0,105.0,18.0,60.0,4.0,1.0,0.0,2.0,0.0,1.0,2,0,0,10.0,26.0,39.0,0.667,252.0,6.5,10.0,0.0,1.0,73.9,1.0,8.0,13.0,0.0,0.0,14.0,30.0,110.0,3.7,0.0,3.0,9.0,9.0,3.0,3.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,251.0,41.8,18.0,1.0,21.0,21.0,0.0,21.0,5.0,27.0,5.4,0.0,8.0,1.0,0.0,38.0,27.0,11.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0,16.0,17.0,3.0,13.0,6.0,18.0,0.33,0.0,1.0,0.0,10.0,1.0,86.0,24.0,9.0,362.0,110.0,3.7,0.0,252.0,6.5,10.0,0.0,21.0,27.0,86.0,4.0,1.0,2.0,0.0,1.0,0.0
TB_3_2006,TB,1,CAR,0,0,2,0,7.0,28.0,53.0,0.528,311.0,5.9,11.2,0.0,3.0,47.0,1.0,2.0,17.0,0.0,0.0,30.0,16.0,40.0,2.5,0.0,1.0,26.0,3.0,1.0,3.0,0.333,22.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,170.0,42.5,27.0,2.0,35.0,17.5,0.0,18.0,1.0,10.0,10.0,0.0,10.0,14.0,14.0,62.0,55.0,7.0,3.0,16.0,1.0,0.0,3.0,1.0,0.0,2.0,5.0,15.0,0.0,7.0,22.0,1.0,17.0,7.0,14.0,0.5,0.0,0.0,0.0,8.0,4.0,99.0,31.0,3.0,351.0,40.0,2.5,0.0,311.0,5.9,11.2,0.0,35.0,10.0,99.0,22.0,-1.0,1.0,1.0,3.0,0.0,0,2,0,23.0,17.0,33.0,0.515,164.0,5.0,10.6,0.0,0.0,65.7,2.0,17.0,9.0,0.0,0.0,16.0,27.0,107.0,4.0,1.0,4.0,14.0,7.0,2.0,2.0,1.0,26.0,0.0,1.0,1.0,1.0,0.0,21.0,9.0,386.0,42.9,17.0,4.0,86.0,21.5,0.0,39.0,3.0,18.0,6.0,0.0,24.0,15.0,16.0,69.0,51.0,18.0,5.0,34.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,26.0,14.0,4.0,9.0,3.0,14.0,0.21,0.0,0.0,0.0,6.0,1.0,32.0,20.0,13.0,271.0,107.0,4.0,1.0,164.0,5.0,10.6,0.0,86.0,18.0,32.0,12.0,0.0,1.0,0.0,0.0,1.0
PIT_3_2006,PIT,1,CIN,0,1,1,0,28.0,17.0,32.0,0.531,127.0,4.0,8.3,0.0,2.0,36.8,2.0,14.0,7.0,0.0,0.0,32.0,14.0,26.0,1.9,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,358.0,44.8,26.0,2.0,36.0,18.0,0.0,18.0,1.0,3.0,3.0,0.0,3.0,8.0,9.0,58.0,53.0,5.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,32.0,9.0,0.0,7.0,3.0,13.0,0.23,0.0,1.0,0.0,3.0,2.0,25.0,32.0,0.0,153.0,26.0,1.9,0.0,127.0,4.0,8.3,0.0,36.0,3.0,25.0,22.0,-1.0,1.0,0.0,2.0,0.0,2,0,0,5.0,24.0,40.0,0.6,321.0,8.0,14.7,2.0,2.0,81.4,4.0,31.0,18.0,0.0,0.0,3.0,32.0,160.0,5.0,2.0,8.0,4.0,10.0,2.0,3.0,0.667,37.0,0.0,4.0,4.0,1.0,0.0,6.0,4.0,192.0,48.0,30.0,3.0,40.0,13.3,0.0,19.0,2.0,15.0,7.5,0.0,8.0,17.0,17.0,46.0,31.0,15.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,8.0,4.0,11.0,0.0,2.0,27.0,8.0,18.0,8.0,15.0,0.53,0.0,0.0,0.0,9.0,1.0,49.0,3.0,34.0,481.0,160.0,5.0,2.0,321.0,8.0,14.7,2.0,40.0,15.0,49.0,4.0,1.0,2.0,1.0,2.0,0.0
MIN_3_2006,MIN,1,CHI,0,2,0,0,15.0,20.0,32.0,0.625,225.0,7.0,13.0,1.0,1.0,80.9,5.0,34.0,10.0,0.0,0.0,8.0,33.0,140.0,4.2,0.0,6.0,4.0,10.0,3.0,4.0,0.75,26.0,1.0,1.0,1.0,1.0,0.0,10.0,7.0,324.0,46.3,10.0,4.0,100.0,25.0,0.0,29.0,6.0,22.0,3.7,0.0,11.0,12.0,13.0,49.0,43.0,6.0,2.0,17.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,11.0,0.0,16.0,17.0,6.0,10.0,2.0,15.0,0.13,3.0,3.0,1.0,9.0,1.0,54.0,17.0,16.0,365.0,140.0,4.2,0.0,225.0,7.0,13.0,1.0,100.0,22.0,54.0,12.0,0.0,0.0,1.0,1.0,0.0,2,0,0,8.0,21.0,28.0,0.75,294.0,10.5,14.0,4.0,0.0,147.9,0.0,0.0,16.0,0.0,0.0,21.0,34.0,89.0,2.6,0.0,4.0,4.0,10.0,2.0,2.0,1.0,45.0,0.0,4.0,4.0,1.0,0.0,14.0,3.0,133.0,44.3,24.0,2.0,39.0,19.5,0.0,20.0,4.0,12.0,3.0,0.0,12.0,6.0,7.0,46.0,42.0,4.0,6.0,31.0,0.0,0.0,3.0,3.0,0.0,4.0,2.0,3.0,0.0,7.0,22.0,4.0,16.0,6.0,12.0,0.5,0.0,0.0,0.0,6.0,2.0,93.0,3.0,34.0,383.0,89.0,2.6,0.0,294.0,10.5,14.0,4.0,39.0,12.0,93.0,2.0,2.0,0.0,3.0,0.0,1.0
MIA_3_2006,MIA,1,TEN,1,0,2,0,21.0,23.0,32.0,0.719,190.0,5.9,10.9,1.0,1.0,84.1,7.0,60.0,10.0,2.0,0.0,20.0,20.0,92.0,4.6,0.0,5.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,283.0,40.4,9.0,4.0,101.0,25.3,0.0,39.0,1.0,7.0,7.0,0.0,7.0,15.0,16.0,54.0,32.0,22.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,15.0,0.0,24.0,15.0,5.0,10.0,6.0,15.0,0.4,1.0,1.0,1.0,6.0,0.0,75.0,28.0,6.0,282.0,92.0,4.6,0.0,190.0,5.9,10.9,1.0,101.0,7.0,75.0,22.0,-1.0,0.0,0.0,1.0,0.0,0,2,0,24.0,13.0,39.0,0.333,163.0,4.2,12.5,1.0,2.0,34.5,0.0,0.0,10.0,0.0,0.0,26.0,19.0,55.0,2.9,0.0,3.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,27.0,7.0,287.0,41.0,14.0,8.0,183.0,22.9,0.0,30.0,0.0,0.0,0.0,0.0,0.0,31.0,40.0,65.0,57.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,26.0,14.0,3.0,10.0,2.0,12.0,0.17,2.0,3.0,0.67,6.0,1.0,55.0,26.0,7.0,218.0,55.0,2.9,0.0,163.0,4.2,12.5,1.0,183.0,0.0,55.0,30.0,-2.0,0.0,0.0,2.0,0.0
BUF_3_2006,BUF,1,NYJ,0,1,1,0,32.0,11.0,18.0,0.611,66.0,3.7,7.5,1.0,0.0,86.8,2.0,17.0,5.0,0.0,0.0,18.0,32.0,105.0,3.3,0.0,6.0,4.0,10.0,3.0,3.0,1.0,45.0,0.0,1.0,1.0,1.0,0.0,25.0,6.0,248.0,41.3,16.0,1.0,22.0,22.0,0.0,22.0,5.0,72.0,14.4,0.0,26.0,3.0,6.0,59.0,37.0,22.0,7.0,60.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,31.0,12.0,6.0,5.0,4.0,13.0,0.31,0.0,0.0,0.0,4.0,1.0,30.0,17.0,16.0,171.0,105.0,3.3,0.0,66.0,3.7,7.5,1.0,22.0,72.0,30.0,4.0,1.0,1.0,0.0,0.0,0.0,1,1,0,9.0,22.0,37.0,0.595,286.0,7.7,13.9,2.0,1.0,90.6,4.0,20.0,13.0,0.0,0.0,27.0,24.0,52.0,2.2,0.0,0.0,22.0,5.0,1.0,1.0,1.0,42.0,0.0,2.0,2.0,1.0,0.0,32.0,5.0,159.0,31.8,15.0,4.0,89.0,22.3,0.0,24.0,1.0,6.0,6.0,0.0,6.0,21.0,24.0,72.0,51.0,21.0,1.0,9.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,21.0,16.0,0.0,13.0,11.0,18.0,0.61,0.0,1.0,0.0,4.0,3.0,48.0,15.0,17.0,338.0,52.0,2.2,0.0,286.0,7.7,13.9,2.0,89.0,6.0,48.0,4.0,1.0,1.0,1.0,1.0,0.0
DET_3_2006,DET,1,GB,0,0,2,0,17.0,23.0,30.0,0.767,199.0,6.6,10.0,0.0,0.0,93.6,6.0,31.0,11.0,1.0,1.0,29.0,14.0,46.0,3.3,1.0,2.0,29.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,20.0,6.0,258.0,43.0,29.0,4.0,66.0,16.5,0.0,24.0,1.0,5.0,5.0,0.0,5.0,28.0,34.0,59.0,50.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,9.0,0.0,24.0,15.0,2.0,11.0,1.0,9.0,0.11,1.0,1.0,1.0,14.0,2.0,104.0,26.0,7.0,245.0,46.0,3.3,1.0,199.0,6.6,10.0,0.0,66.0,5.0,104.0,30.0,-2.0,0.0,1.0,0.0,3.0,0,2,0,4.0,31.0,55.0,0.564,322.0,5.9,11.0,3.0,1.0,84.1,2.0,18.0,18.0,0.0,0.0,24.0,20.0,63.0,3.2,0.0,2.0,9.0,9.0,2.0,2.0,1.0,36.0,0.0,3.0,3.0,1.0,0.0,7.0,6.0,286.0,47.7,21.0,5.0,101.0,20.2,0.0,28.0,3.0,10.0,3.3,0.0,9.0,28.0,34.0,51.0,45.0,6.0,4.0,21.0,1.0,0.0,4.0,2.0,0.0,7.0,2.0,2.0,0.0,11.0,21.0,2.0,18.0,9.0,18.0,0.5,0.0,1.0,0.0,5.0,1.0,31.0,8.0,27.0,385.0,63.0,3.2,0.0,322.0,5.9,11.0,3.0,101.0,10.0,31.0,4.0,1.0,1.0,2.0,1.0,1.0
HOU_3_2006,HOU,1,WSH,0,0,2,0,19.0,22.0,26.0,0.846,191.0,7.3,10.0,3.0,0.0,135.7,4.0,28.0,13.0,2.0,0.0,15.0,23.0,108.0,4.7,0.0,3.0,16.0,6.0,1.0,1.0,1.0,43.0,0.0,3.0,3.0,1.0,0.0,26.0,4.0,165.0,41.3,12.0,7.0,162.0,23.1,0.0,42.0,0.0,0.0,0.0,0.0,0.0,32.0,43.0,71.0,57.0,14.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,11.0,0.0,14.0,18.0,3.0,13.0,4.0,9.0,0.44,0.0,0.0,0.0,8.0,2.0,58.0,10.0,24.0,299.0,108.0,4.7,0.0,191.0,7.3,10.0,3.0,162.0,0.0,58.0,22.0,-1.0,0.0,1.0,0.0,2.0,0,2,0,25.0,18.0,32.0,0.563,152.0,4.8,10.9,0.0,1.0,55.7,6.0,45.0,9.0,0.0,0.0,19.0,20.0,93.0,4.7,0.0,4.0,24.0,4.0,1.0,1.0,1.0,39.0,0.0,1.0,1.0,1.0,0.0,4.0,8.0,413.0,51.6,1.0,4.0,163.0,40.8,1.0,100.0,5.0,47.0,9.4,0.0,14.0,24.0,27.0,54.0,40.0,14.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,21.0,16.0,4.0,9.0,2.0,14.0,0.14,0.0,1.0,0.0,11.0,3.0,117.0,22.0,10.0,245.0,93.0,4.7,0.0,152.0,4.8,10.9,0.0,163.0,47.0,117.0,12.0,0.0,0.0,1.0,1.0,0.0
CLE_3_2006,CLE,1,BAL,0,0,2,0,11.0,20.0,33.0,0.606,244.0,7.4,12.2,0.0,2.0,58.1,0.0,0.0,8.0,0.0,0.0,25.0,20.0,57.0,2.9,2.0,6.0,22.0,5.0,1.0,1.0,1.0,30.0,0.0,2.0,2.0,1.0,0.0,16.0,6.0,261.0,43.5,22.0,6.0,120.0,20.0,0.0,26.0,2.0,8.0,4.0,0.0,9.0,28.0,34.0,64.0,38.0,26.0,4.0,31.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,16.0,17.0,6.0,8.0,2.0,10.0,0.2,0.0,1.0,0.0,2.0,3.0,27.0,15.0,17.0,301.0,57.0,2.9,2.0,244.0,7.4,12.2,0.0,120.0,8.0,27.0,22.0,-1.0,2.0,0.0,2.0,1.0,2,0,0,29.0,16.0,33.0,0.485,126.0,3.8,8.9,1.0,1.0,55.9,2.0,17.0,9.0,0.0,0.0,9.0,31.0,138.0,4.5,1.0,5.0,2.0,14.0,4.0,4.0,1.0,37.0,0.0,2.0,2.0,1.0,0.0,18.0,7.0,303.0,43.3,1.0,4.0,163.0,40.8,0.0,72.0,1.0,16.0,16.0,0.0,16.0,3.0,6.0,48.0,39.0,9.0,6.0,39.0,3.0,0.0,1.0,3.0,0.0,9.0,5.0,12.0,1.0,26.0,14.0,5.0,9.0,6.0,18.0,0.33,0.0,0.0,0.0,10.0,0.0,72.0,7.0,28.0,264.0,138.0,4.5,1.0,126.0,3.8,8.9,1.0,163.0,16.0,72.0,1.0,5.0,3.0,3.0,1.0,0.0
ARZ_3_2006,ARZ,1,STL,0,1,1,0,19.0,24.0,38.0,0.632,191.0,5.0,9.6,1.0,1.0,73.5,5.0,40.0,11.0,3.0,0.0,23.0,20.0,65.0,3.3,0.0,3.0,24.0,4.0,1.0,3.0,0.333,43.0,0.0,1.0,1.0,1.0,0.0,29.0,6.0,238.0,39.7,8.0,4.0,102.0,25.5,0.0,36.0,4.0,29.0,7.3,0.0,16.0,20.0,21.0,61.0,47.0,14.0,3.0,26.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,8.0,0.0,16.0,17.0,3.0,11.0,6.0,14.0,0.43,0.0,0.0,0.0,11.0,3.0,66.0,22.0,10.0,256.0,65.0,3.3,0.0,191.0,5.0,9.6,1.0,102.0,29.0,66.0,12.0,0.0,2.0,0.0,1.0,1.0,1,1,0,26.0,19.0,34.0,0.559,147.0,4.3,9.7,1.0,0.0,76.5,6.0,38.0,11.0,1.0,1.0,13.0,28.0,118.0,4.2,0.0,5.0,14.0,7.0,2.0,3.0,0.667,49.0,0.0,1.0,1.0,1.0,0.0,19.0,5.0,216.0,43.2,11.0,5.0,119.0,23.8,0.0,40.0,1.0,30.0,30.0,0.0,30.0,19.0,20.0,42.0,37.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,9.0,0.0,16.0,17.0,5.0,11.0,7.0,17.0,0.41,1.0,1.0,1.0,6.0,1.0,40.0,20.0,13.0,265.0,118.0,4.2,0.0,147.0,4.3,9.7,1.0,119.0,30.0,40.0,12.0,0.0,0.0,1.0,0.0,1.0
SF_3_2006,SF,1,PHI,0,1,1,0,13.0,11.0,22.0,0.5,233.0,10.6,21.2,1.0,0.0,103.0,0.0,0.0,9.0,0.0,0.0,11.0,33.0,127.0,3.8,1.0,5.0,13.0,8.0,2.0,3.0,0.667,32.0,0.0,2.0,2.0,1.0,0.0,11.0,4.0,180.0,45.0,3.0,3.0,97.0,32.3,0.0,59.0,1.0,7.0,7.0,0.0,7.0,12.0,13.0,57.0,51.0,6.0,6.0,38.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,6.0,0.0,26.0,14.0,5.0,9.0,4.0,12.0,0.33,0.0,0.0,0.0,2.0,0.0,20.0,14.0,20.0,360.0,127.0,3.8,1.0,233.0,10.6,21.2,1.0,97.0,7.0,20.0,12.0,0.0,0.0,1.0,0.0,1.0,1,1,0,2.0,27.0,45.0,0.6,344.0,7.6,13.0,2.0,0.0,98.8,1.0,6.0,15.0,0.0,0.0,16.0,30.0,107.0,3.6,1.0,8.0,16.0,6.0,1.0,2.0,0.5,37.0,0.0,3.0,3.0,1.0,0.0,15.0,5.0,221.0,44.2,25.0,4.0,75.0,18.8,0.0,21.0,3.0,42.0,14.0,0.0,22.0,27.0,30.0,69.0,57.0,12.0,8.0,53.0,1.0,0.0,3.0,0.0,0.0,6.0,3.0,5.0,0.0,6.0,23.0,8.0,15.0,6.0,14.0,0.43,0.0,2.0,0.0,10.0,0.0,66.0,10.0,24.0,451.0,107.0,3.6,1.0,344.0,7.6,13.0,2.0,75.0,42.0,66.0,12.0,0.0,1.0,0.0,0.0,1.0
