,Team,Home,Opponent,Victory,Wins,Losses,Ties,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost,Opponent Wins,Opponent Losses,Opponent Ties,Opponent Passing Rank,Opponent Completions,Opponent Attempts,Opponent Completion %,Opponent Passing Yards,Opponent Passing Yards / Attempt,Opponent Yards / Reception,Opponent Passing Touchdowns,Opponent Interceptions,Opponent QB Rating,Opponent Sacks,Opponent Passing Yardage Lost to Sacks,Opponent First Downs Passing,Opponent Fumbles,Opponent Fumbles Lost,Opponent Rushing Rank,Opponent Attempts,Opponent Rushing Yards,Opponent Rushing Yards / Attempt,Opponent Rushing Touchdowns,Opponent First Downs Rushing,Opponent Kicking Rank,Opponent Kicking Points,Opponent Field Goals Made,Opponent Field Goals Attempted,Opponent Field Goal %,Opponent Longest Field Goal,Opponent Field Goals Blocked,Opponent Extra Points Made,Opponent Extra Points Attempted,Opponent Extra Point %,Opponent Extra Points Blocked,Opponent Punting Rank,Opponent Punts,Opponent Punt Yards,Opponent Punt Yards Avg,Opponent Returning Rank,Opponent Kickoff Returns,Opponent Kickoff Return Yards,Opponent Kickoff Return Avg,Opponent Kickoff Return Touchdowns,Opponent Kickoff Return Long,Opponent Punt Returns,Opponent Punt Return Yards,Opponent Punt Return Avg,Opponent Punt Return Touchdowns,Opponent Punt Return Long,Opponent Defense Rank,Opponent Points Allowed,Opponent Total Tackles,Opponent Solo Tackles,Opponent Assisted Tackles,Opponent Sacks,Opponent Sack Yards,Opponent Interceptions,Opponent Interception Return Touchdowns,Opponent Forced Fumbles,Opponent Fumbles Opp Recovered,Opponent Fumbles Opp Recovered Touchdowns,Opponent Passes Defended,Opponent Stuffs,Opponent Stuff Yards,Opponent Safeties,Opponent Downs Rank,Opponent First Downs,Opponent First Downs Rushing,Opponent First Downs Passing,Opponent Third Downs Made,Opponent Third Downs Attempted,Opponent Third Down %,Opponent Fourth Downs Made,Opponent Fourth Downs Attempted,Opponent Fourth Down %,Opponent Penalties,Opponent First Downs Penalty,Opponent Penalty Yards,Opponent Yardage Rank,Opponent Points,Opponent Yards,Opponent Rushing Yards,Opponent Rushing Yards / Attempt,Opponent Rushing Touchdowns,Opponent Passing Yards,Opponent Passing Yards / Attempt,Opponent Yards / Reception,Opponent Passing Touchdowns,Opponent Kickoff Return Yards,Opponent Punt Return Yards,Opponent Penalty Yards,Opponent Turnovers Rank,Opponent Turnover +/-,Opponent Interceptions,Opponent Fumbles Opp Recovered,Opponent Interceptions,Opponent Fumbles Lost
OAK_3_2014,OAK,0,NE,0,0,2,0,5.0,27.0,42.0,0.643,263.0,6.3,9.7,1.0,2.0,69.8,0.0,0.0,16.0,0.0,0.0,19.0,17.0,101.0,5.9,1.0,5.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,27.0,3.0,120.0,40.0,11.0,4.0,103.0,25.8,0.0,29.0,1.0,3.0,3.0,0.0,3.0,27.0,30.0,59.0,49.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,13.0,22.0,5.0,16.0,2.0,9.0,0.22,2.0,2.0,1.0,5.0,1.0,24.0,24.0,14.0,364.0,101.0,5.9,1.0,263.0,6.3,9.7,1.0,103.0,3.0,24.0,29.0,-4.0,0.0,0.0,2.0,2.0,1,1,0,29.0,14.0,21.0,0.667,142.0,6.8,10.6,1.0,0.0,101.7,1.0,7.0,9.0,0.0,0.0,9.0,37.0,150.0,4.1,1.0,5.0,6.0,12.0,3.0,3.0,1.0,48.0,0.0,3.0,3.0,1.0,0.0,22.0,5.0,211.0,42.2,28.0,0.0,0.0,0.0,0.0,0.0,4.0,66.0,16.5,0.0,34.0,2.0,7.0,46.0,32.0,14.0,6.0,39.0,4.0,0.0,1.0,0.0,0.0,7.0,3.0,8.0,0.0,28.0,16.0,5.0,9.0,5.0,14.0,0.36,0.0,1.0,0.0,15.0,2.0,163.0,3.0,30.0,292.0,150.0,4.1,1.0,142.0,6.8,10.6,1.0,0.0,66.0,163.0,1.0,4.0,4.0,0.0,0.0,0.0
SF_3_2014,SF,0,ARZ,0,1,1,0,12.0,21.0,34.0,0.618,232.0,6.8,11.8,1.0,3.0,55.0,4.0,16.0,13.0,0.0,0.0,12.0,27.0,127.0,4.7,1.0,5.0,14.0,8.0,2.0,2.0,1.0,27.0,0.0,2.0,2.0,1.0,0.0,4.0,1.0,54.0,54.0,16.0,3.0,57.0,19.0,0.0,28.0,4.0,24.0,6.0,0.0,19.0,25.0,28.0,39.0,35.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,20.0,19.0,5.0,13.0,7.0,13.0,0.54,1.0,2.0,0.5,16.0,1.0,118.0,20.0,20.0,359.0,127.0,4.7,1.0,232.0,6.8,11.8,1.0,57.0,24.0,118.0,29.0,-4.0,0.0,0.0,3.0,1.0,2,0,0,29.0,14.0,29.0,0.483,142.0,4.9,11.9,0.0,0.0,62.7,4.0,25.0,9.0,0.0,0.0,14.0,28.0,124.0,4.4,1.0,6.0,4.0,13.0,4.0,4.0,1.0,49.0,0.0,1.0,1.0,1.0,0.0,26.0,4.0,164.0,41.0,21.0,2.0,28.0,14.0,0.0,20.0,2.0,76.0,38.0,1.0,71.0,8.0,14.0,67.0,52.0,15.0,2.0,17.0,2.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,0.0,14.0,21.0,6.0,9.0,5.0,13.0,0.38,0.0,0.0,0.0,7.0,6.0,71.0,13.0,25.0,266.0,124.0,4.4,1.0,142.0,4.9,11.9,0.0,28.0,76.0,71.0,1.0,4.0,2.0,2.0,0.0,0.0
DEN_3_2014,DEN,0,SEA,0,2,0,0,11.0,21.0,26.0,0.808,237.0,9.1,11.5,3.0,0.0,143.1,1.0,5.0,14.0,0.0,0.0,23.0,19.0,88.0,4.6,0.0,4.0,16.0,6.0,1.0,1.0,1.0,20.0,0.0,3.0,3.0,1.0,0.0,20.0,3.0,132.0,44.0,1.0,1.0,54.0,54.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,59.0,50.0,9.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,0.0,20.0,19.0,4.0,14.0,3.0,8.0,0.38,1.0,1.0,1.0,11.0,1.0,71.0,14.0,24.0,325.0,88.0,4.6,0.0,237.0,9.1,11.5,3.0,54.0,0.0,71.0,14.0,0.0,0.0,0.0,0.0,0.0,1,1,0,21.0,17.0,25.0,0.68,180.0,7.2,11.9,2.0,0.0,115.4,2.0,22.0,9.0,1.0,0.0,18.0,13.0,108.0,8.3,1.0,4.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,6.0,4.0,213.0,53.3,20.0,6.0,94.0,15.7,0.0,30.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,72.0,60.0,12.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10.0,0.0,29.0,14.0,4.0,9.0,3.0,8.0,0.38,0.0,1.0,0.0,8.0,1.0,53.0,19.0,21.0,288.0,108.0,8.3,1.0,180.0,7.2,11.9,2.0,94.0,0.0,53.0,20.0,-1.0,0.0,0.0,0.0,1.0
KC_3_2014,KC,0,MIA,1,0,2,0,10.0,26.0,42.0,0.619,247.0,5.9,9.8,0.0,0.0,78.2,2.0,8.0,18.0,0.0,0.0,11.0,31.0,133.0,4.3,2.0,6.0,21.0,5.0,1.0,2.0,0.5,45.0,0.0,2.0,2.0,1.0,0.0,27.0,2.0,80.0,40.0,3.0,1.0,37.0,37.0,0.0,37.0,2.0,2.0,1.0,0.0,3.0,15.0,24.0,38.0,35.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,2.0,28.0,6.0,18.0,11.0,16.0,0.69,0.0,1.0,0.0,7.0,4.0,62.0,22.0,17.0,380.0,133.0,4.3,2.0,247.0,5.9,9.8,0.0,37.0,2.0,62.0,14.0,0.0,0.0,0.0,0.0,0.0,1,1,0,17.0,31.0,49.0,0.633,210.0,4.3,7.8,1.0,1.0,71.0,4.0,31.0,16.0,0.0,0.0,26.0,21.0,80.0,3.8,0.0,4.0,23.0,4.0,1.0,1.0,1.0,34.0,0.0,1.0,1.0,1.0,0.0,31.0,6.0,199.0,33.2,16.0,3.0,57.0,19.0,0.0,21.0,2.0,7.0,3.5,0.0,7.0,26.0,29.0,74.0,45.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,11.0,23.0,4.0,16.0,5.0,16.0,0.31,1.0,4.0,0.25,3.0,3.0,20.0,26.0,10.0,290.0,80.0,3.8,0.0,210.0,4.3,7.8,1.0,57.0,7.0,20.0,24.0,-2.0,0.0,0.0,1.0,1.0
PIT_3_2014,PIT,0,CAR,1,1,1,0,18.0,22.0,37.0,0.595,202.0,5.5,9.9,0.0,1.0,63.1,2.0,15.0,11.0,0.0,0.0,21.0,18.0,99.0,5.5,0.0,5.0,16.0,6.0,2.0,2.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,183.0,45.8,23.0,1.0,11.0,11.0,0.0,11.0,2.0,13.0,6.5,0.0,13.0,21.0,26.0,70.0,36.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,26.0,17.0,5.0,11.0,6.0,12.0,0.5,0.0,0.0,0.0,9.0,1.0,75.0,32.0,6.0,301.0,99.0,5.5,0.0,202.0,5.5,9.9,0.0,11.0,13.0,75.0,26.0,-3.0,0.0,0.0,1.0,2.0,2,0,0,9.0,22.0,34.0,0.647,251.0,7.4,12.8,1.0,0.0,96.6,4.0,30.0,14.0,0.0,0.0,29.0,24.0,62.0,2.6,1.0,3.0,12.0,10.0,3.0,3.0,1.0,53.0,0.0,1.0,1.0,1.0,0.0,17.0,6.0,269.0,44.8,28.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,8.0,2.0,7.0,64.0,30.0,34.0,4.0,38.0,1.0,0.0,3.0,2.0,0.0,8.0,1.0,3.0,0.0,17.0,20.0,3.0,14.0,3.0,12.0,0.25,0.0,0.0,0.0,4.0,3.0,45.0,14.0,24.0,313.0,62.0,2.6,1.0,251.0,7.4,12.8,1.0,0.0,8.0,45.0,5.0,3.0,1.0,2.0,0.0,0.0
CHI_3_2014,CHI,0,NYJ,1,1,1,0,24.0,23.0,34.0,0.676,170.0,5.0,7.7,4.0,0.0,118.5,1.0,6.0,10.0,0.0,0.0,31.0,17.0,46.0,2.7,0.0,3.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,29.0,6.0,238.0,39.7,13.0,1.0,21.0,21.0,0.0,21.0,1.0,1.0,1.0,0.0,1.0,13.0,20.0,51.0,43.0,8.0,4.0,16.0,3.0,0.0,1.0,1.0,0.0,4.0,4.0,6.0,0.0,20.0,19.0,3.0,10.0,3.0,9.0,0.33,0.0,0.0,0.0,10.0,6.0,58.0,8.0,28.0,216.0,46.0,2.7,0.0,170.0,5.0,7.7,4.0,21.0,1.0,58.0,1.0,4.0,3.0,1.0,0.0,0.0,1,1,0,25.0,16.0,32.0,0.5,166.0,5.2,11.0,1.0,1.0,62.8,2.0,10.0,11.0,0.0,0.0,10.0,37.0,146.0,3.9,2.0,7.0,16.0,6.0,1.0,1.0,1.0,52.0,0.0,3.0,3.0,1.0,0.0,12.0,5.0,233.0,46.6,25.0,3.0,29.0,9.7,0.0,21.0,3.0,11.0,3.7,0.0,10.0,31.0,31.0,54.0,42.0,12.0,4.0,36.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,20.0,19.0,7.0,11.0,8.0,17.0,0.47,2.0,3.0,0.67,7.0,1.0,82.0,14.0,24.0,312.0,146.0,3.9,2.0,166.0,5.2,11.0,1.0,29.0,11.0,82.0,14.0,0.0,0.0,1.0,1.0,0.0
ATL_3_2014,ATL,1,TB,1,1,1,0,16.0,24.0,44.0,0.545,212.0,4.8,9.6,1.0,3.0,46.8,2.0,19.0,11.0,0.0,0.0,22.0,19.0,97.0,5.1,0.0,6.0,23.0,4.0,1.0,1.0,1.0,46.0,0.0,1.0,1.0,1.0,0.0,19.0,6.0,266.0,44.3,5.0,4.0,118.0,29.5,0.0,36.0,1.0,7.0,7.0,0.0,7.0,15.0,24.0,74.0,40.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,20.0,19.0,6.0,11.0,3.0,12.0,0.25,1.0,2.0,0.5,7.0,2.0,56.0,26.0,10.0,309.0,97.0,5.1,0.0,212.0,4.8,9.6,1.0,118.0,7.0,56.0,26.0,-3.0,0.0,0.0,3.0,0.0,0,2,0,22.0,16.0,21.0,0.762,175.0,8.3,11.2,0.0,1.0,80.5,1.0,4.0,7.0,0.0,0.0,7.0,30.0,157.0,5.2,2.0,8.0,21.0,5.0,1.0,2.0,0.5,36.0,1.0,2.0,2.0,1.0,0.0,32.0,2.0,54.0,27.0,6.0,4.0,116.0,29.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,12.0,19.0,64.0,52.0,12.0,2.0,15.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,25.0,18.0,8.0,7.0,4.0,8.0,0.5,0.0,0.0,0.0,4.0,3.0,30.0,22.0,17.0,332.0,157.0,5.2,2.0,175.0,8.3,11.2,0.0,116.0,0.0,30.0,14.0,0.0,0.0,1.0,1.0,0.0
BUF_3_2014,BUF,1,SD,0,2,0,0,18.0,16.0,26.0,0.615,202.0,7.8,12.6,1.0,0.0,98.6,0.0,0.0,10.0,0.0,0.0,17.0,33.0,113.0,3.4,0.0,3.0,1.0,17.0,5.0,6.0,0.833,38.0,0.0,2.0,2.0,1.0,0.0,30.0,4.0,134.0,33.5,2.0,3.0,136.0,45.3,1.0,102.0,2.0,16.0,8.0,0.0,11.0,4.0,10.0,75.0,52.0,23.0,4.0,31.0,1.0,0.0,0.0,1.0,0.0,10.0,2.0,6.0,0.0,30.0,13.0,3.0,10.0,5.0,15.0,0.33,0.0,0.0,0.0,6.0,0.0,40.0,7.0,29.0,315.0,113.0,3.4,0.0,202.0,7.8,12.6,1.0,136.0,16.0,40.0,8.0,2.0,1.0,1.0,0.0,0.0,1,1,0,4.0,28.0,37.0,0.757,276.0,7.5,10.1,3.0,0.0,123.3,1.0,8.0,17.0,0.0,0.0,19.0,37.0,101.0,2.7,0.0,7.0,6.0,12.0,3.0,3.0,1.0,50.0,0.0,3.0,3.0,1.0,0.0,24.0,3.0,124.0,41.3,26.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,6.0,14.0,21.0,41.0,30.0,11.0,2.0,22.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,9.0,0.0,3.0,26.0,7.0,17.0,10.0,17.0,0.59,0.0,0.0,0.0,6.0,2.0,53.0,3.0,30.0,377.0,101.0,2.7,0.0,276.0,7.5,10.1,3.0,0.0,6.0,53.0,10.0,1.0,0.0,1.0,0.0,0.0
STL_3_2014,STL,1,DAL,0,1,1,0,15.0,22.0,29.0,0.759,220.0,7.6,10.7,0.0,0.0,96.9,2.0,15.0,14.0,0.0,0.0,16.0,29.0,119.0,4.1,1.0,6.0,4.0,13.0,4.0,4.0,1.0,46.0,0.0,1.0,1.0,1.0,0.0,10.0,2.0,98.0,49.0,23.0,2.0,22.0,11.0,0.0,14.0,1.0,-1.0,-1.0,0.0,-1.0,10.0,17.0,53.0,43.0,10.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,11.0,0.0,17.0,20.0,6.0,14.0,5.0,11.0,0.45,0.0,0.0,0.0,5.0,0.0,65.0,21.0,19.0,339.0,119.0,4.1,1.0,220.0,7.6,10.7,0.0,22.0,-1.0,65.0,14.0,0.0,1.0,0.0,0.0,1.0,1,1,0,28.0,19.0,29.0,0.655,148.0,5.1,9.3,1.0,0.0,89.4,4.0,28.0,10.0,0.0,0.0,1.0,43.0,220.0,5.1,1.0,13.0,2.0,14.0,4.0,4.0,1.0,51.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,220.0,55.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,0.0,15.0,4.0,10.0,36.0,28.0,8.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,0.0,3.0,26.0,13.0,10.0,9.0,16.0,0.56,0.0,0.0,0.0,4.0,3.0,25.0,10.0,26.0,368.0,220.0,5.1,1.0,148.0,5.1,9.3,1.0,0.0,15.0,25.0,10.0,1.0,2.0,0.0,0.0,1.0
PHI_3_2014,PHI,1,WSH,1,2,0,0,1.0,21.0,37.0,0.568,331.0,8.9,15.8,1.0,1.0,84.4,0.0,0.0,13.0,0.0,0.0,12.0,28.0,127.0,4.5,2.0,9.0,6.0,12.0,3.0,4.0,0.75,36.0,0.0,3.0,3.0,1.0,0.0,5.0,4.0,215.0,53.8,13.0,1.0,21.0,21.0,0.0,21.0,4.0,25.0,6.3,0.0,8.0,24.0,27.0,67.0,43.0,24.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0,4.0,9.0,0.0,9.0,24.0,9.0,13.0,5.0,12.0,0.42,0.0,0.0,0.0,11.0,2.0,90.0,3.0,30.0,458.0,127.0,4.5,2.0,331.0,8.9,15.8,1.0,21.0,25.0,90.0,10.0,1.0,1.0,1.0,1.0,0.0,1,1,0,7.0,24.0,36.0,0.667,258.0,7.2,12.0,2.0,0.0,106.0,3.0,30.0,16.0,0.0,0.0,2.0,42.0,191.0,4.5,3.0,12.0,10.0,11.0,2.0,2.0,1.0,42.0,0.0,5.0,5.0,1.0,0.0,8.0,4.0,199.0,49.8,28.0,0.0,0.0,0.0,0.0,0.0,7.0,59.0,8.4,0.0,37.0,4.0,10.0,40.0,26.0,14.0,10.0,70.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,32.0,12.0,16.0,6.0,14.0,0.43,1.0,2.0,0.5,11.0,4.0,98.0,1.0,41.0,449.0,191.0,4.5,3.0,258.0,7.2,12.0,2.0,0.0,59.0,98.0,10.0,1.0,1.0,0.0,0.0,0.0
NYG_3_2014,NYG,1,HOU,1,0,2,0,6.0,26.0,39.0,0.667,260.0,6.7,10.7,2.0,2.0,81.1,2.0,17.0,15.0,0.0,0.0,25.0,27.0,81.0,3.0,0.0,5.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,18.0,4.0,177.0,44.3,12.0,6.0,143.0,23.8,0.0,29.0,2.0,0.0,0.0,0.0,2.0,20.0,25.0,59.0,43.0,16.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,9.0,24.0,5.0,15.0,6.0,12.0,0.5,0.0,1.0,0.0,9.0,4.0,70.0,24.0,14.0,341.0,81.0,3.0,0.0,260.0,6.7,10.7,2.0,143.0,0.0,70.0,29.0,-4.0,0.0,0.0,2.0,2.0,2,0,0,31.0,14.0,19.0,0.737,139.0,7.3,9.9,2.0,0.0,129.1,0.0,0.0,9.0,0.0,0.0,3.0,46.0,188.0,4.1,1.0,9.0,6.0,12.0,3.0,4.0,0.75,46.0,1.0,3.0,3.0,1.0,0.0,7.0,2.0,100.0,50.0,26.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,9.0,8.0,14.0,44.0,38.0,6.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,5.0,2.0,4.0,0.0,17.0,20.0,9.0,9.0,9.0,15.0,0.6,0.0,0.0,0.0,7.0,2.0,85.0,3.0,30.0,327.0,188.0,4.1,1.0,139.0,7.3,9.9,2.0,0.0,9.0,85.0,1.0,4.0,2.0,2.0,0.0,0.0
NO_3_2014,NO,1,MIN,1,0,2,0,14.0,27.0,40.0,0.675,223.0,5.6,8.8,2.0,1.0,87.8,2.0,14.0,16.0,0.0,0.0,4.0,27.0,174.0,6.4,1.0,10.0,16.0,6.0,1.0,1.0,1.0,27.0,0.0,3.0,3.0,1.0,0.0,25.0,5.0,206.0,41.2,13.0,3.0,63.0,21.0,0.0,28.0,1.0,-2.0,-2.0,0.0,0.0,21.0,26.0,62.0,44.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,3.0,26.0,10.0,16.0,7.0,13.0,0.54,0.0,0.0,0.0,5.0,0.0,39.0,14.0,24.0,397.0,174.0,6.4,1.0,223.0,5.6,8.8,2.0,63.0,-2.0,39.0,24.0,-2.0,0.0,0.0,1.0,1.0,1,1,0,27.0,19.0,36.0,0.528,163.0,4.5,10.6,1.0,4.0,34.6,6.0,39.0,9.0,1.0,0.0,30.0,19.0,54.0,2.8,0.0,3.0,31.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,15.0,5.0,228.0,45.6,19.0,3.0,49.0,16.3,0.0,23.0,1.0,11.0,11.0,0.0,11.0,27.0,30.0,56.0,40.0,16.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,26.0,17.0,3.0,9.0,4.0,11.0,0.36,0.0,1.0,0.0,7.0,5.0,58.0,30.0,7.0,217.0,54.0,2.8,0.0,163.0,4.5,10.6,1.0,49.0,11.0,58.0,29.0,-4.0,0.0,0.0,4.0,0.0
CIN_3_2014,CIN,1,TEN,1,2,0,0,3.0,16.0,24.0,0.667,302.0,12.6,18.9,1.0,0.0,123.6,0.0,0.0,10.0,0.0,0.0,5.0,45.0,170.0,3.8,2.0,10.0,16.0,6.0,1.0,4.0,0.25,31.0,0.0,3.0,3.0,1.0,0.0,21.0,4.0,171.0,42.8,6.0,1.0,29.0,29.0,0.0,29.0,3.0,26.0,8.7,0.0,24.0,4.0,10.0,53.0,35.0,18.0,2.0,19.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,14.0,21.0,10.0,10.0,6.0,14.0,0.43,0.0,0.0,0.0,7.0,1.0,55.0,14.0,24.0,472.0,170.0,3.8,2.0,302.0,12.6,18.9,1.0,29.0,26.0,55.0,5.0,3.0,3.0,0.0,0.0,0.0,1,1,0,12.0,18.0,34.0,0.529,232.0,6.8,13.0,1.0,2.0,59.9,2.0,2.0,9.0,0.0,0.0,24.0,13.0,82.0,6.3,0.0,4.0,23.0,4.0,1.0,1.0,1.0,47.0,0.0,1.0,1.0,1.0,0.0,16.0,5.0,225.0,45.0,22.0,5.0,68.0,13.6,0.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,26.0,68.0,56.0,12.0,4.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,9.0,0.0,30.0,13.0,4.0,9.0,2.0,10.0,0.2,0.0,1.0,0.0,5.0,0.0,30.0,26.0,10.0,314.0,82.0,6.3,0.0,232.0,6.8,13.0,1.0,68.0,0.0,30.0,20.0,-1.0,0.0,1.0,2.0,0.0
CLE_3_2014,CLE,1,BAL,0,1,1,0,18.0,24.0,41.0,0.585,202.0,4.9,8.5,1.0,0.0,79.5,1.0,2.0,14.0,0.0,0.0,15.0,30.0,122.0,4.1,1.0,7.0,14.0,8.0,2.0,2.0,1.0,32.0,0.0,2.0,2.0,1.0,0.0,23.0,5.0,208.0,41.6,18.0,2.0,37.0,18.5,0.0,32.0,1.0,2.0,2.0,0.0,2.0,15.0,24.0,69.0,37.0,32.0,2.0,14.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,11.0,23.0,7.0,14.0,7.0,16.0,0.44,2.0,2.0,1.0,4.0,2.0,30.0,10.0,26.0,324.0,122.0,4.1,1.0,202.0,4.9,8.5,1.0,37.0,2.0,30.0,8.0,2.0,1.0,1.0,0.0,0.0,1,1,0,25.0,21.0,29.0,0.724,166.0,5.7,7.9,2.0,0.0,109.3,0.0,0.0,11.0,0.0,0.0,7.0,36.0,157.0,4.4,0.0,9.0,2.0,14.0,4.0,4.0,1.0,30.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,110.0,55.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,23.5,0.0,33.0,1.0,6.0,53.0,27.0,26.0,2.0,15.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,6.0,25.0,9.0,11.0,5.0,12.0,0.42,1.0,1.0,1.0,4.0,5.0,35.0,10.0,26.0,323.0,157.0,4.4,0.0,166.0,5.7,7.9,2.0,0.0,47.0,35.0,5.0,3.0,1.0,2.0,0.0,0.0
DET_3_2014,DET,1,GB,1,1,1,0,8.0,27.0,48.0,0.563,253.0,5.3,10.8,1.0,1.0,69.2,4.0,38.0,18.0,0.0,0.0,28.0,18.0,70.0,3.9,0.0,2.0,31.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.0,5.0,233.0,46.6,4.0,1.0,33.0,33.0,0.0,33.0,3.0,52.0,17.3,0.0,26.0,15.0,24.0,61.0,33.0,28.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,18.0,0.0,14.0,21.0,2.0,18.0,6.0,15.0,0.4,1.0,2.0,0.5,5.0,1.0,33.0,30.0,7.0,323.0,70.0,3.9,0.0,253.0,5.3,10.8,1.0,33.0,52.0,33.0,26.0,-3.0,0.0,0.0,1.0,2.0,1,1,0,2.0,25.0,42.0,0.595,310.0,7.4,13.8,3.0,0.0,106.3,4.0,36.0,17.0,1.0,0.0,26.0,22.0,80.0,3.6,0.0,5.0,10.0,11.0,3.0,3.0,1.0,55.0,0.0,2.0,2.0,1.0,0.0,9.0,4.0,197.0,49.3,6.0,2.0,58.0,29.0,0.0,41.0,3.0,15.0,5.0,0.0,8.0,15.0,24.0,66.0,39.0,27.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,0.0,6.0,25.0,5.0,17.0,7.0,14.0,0.5,0.0,0.0,0.0,3.0,3.0,35.0,2.0,31.0,390.0,80.0,3.6,0.0,310.0,7.4,13.8,3.0,58.0,15.0,35.0,14.0,0.0,1.0,0.0,0.0,1.0
